,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer
949,Montreal,What are the designs and decorations of the Montreal Metro System said to be?,,hard,
950,Montreal,Mount Royal Park's wooden design was created by what famous designer?,,hard,
951,Montreal,Mount Royal Park's wooden design was created by what famous designer?,,hard,
952,Montreal,The majority of The Greater Montreal Area follows what religion?,,hard,
953,Montreal,The majority of The Greater Montreal Area follows what religion?,,hard,
954,Montreal,Is English the language most often spoken in Montreal?,The language most spoken at home in the city is French.,easy,easy
955,Montreal,Is English the language most often spoken in Montreal?,"No, the language most spoken in Montreal is French.",easy,hard
956,Montreal,Is Montreal's economy the third largest of all cities in Canada?,"No, Montreal's economy is the second largest of all cities in Canada.",easy,medium
957,Montreal,Is Montreal's economy the third largest of all cities in Canada?,"No, Montreal's economy is the second largest of all cities in Canada.",easy,medium
959,Montreal,Is the most popular sport in Montreal ice hockey?,"Yes, the most popular sport in Montreal is ice hockey.",easy,medium
960,Montreal,How many international airports does Montreal have?,Montreal has two international airports.,medium,easy
961,Montreal,How many international airports does Montreal have?,Montreal has two international airports.,medium,easy
962,Montreal,Who is the Mayor of Montreal?,The mayor is Gérald Tremblay.,medium,easy
963,Montreal,Who is the Mayor of Montreal?,The mayor is Gérald Tremblay.,medium,medium
964,Montreal,What is the name of the largest church in Montreal?,The largest church in Montreal is named Saint Joseph's Oratory.,medium,hard
966,Montreal,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.,hard,easy
967,Montreal,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,The Sud-Ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century.,hard,hard
968,Montreal,Does Montreal contain the largest church in Canada?,Yes,hard,hard
969,Montreal,Does Montreal contain the largest church in Canada?,"Yes, Montreal contains the largest church in Canada.",hard,medium
970,Montreal,What is the largest primarily French-speaking city in the western world?,Paris is the largest primarily French-speaking city in the western world.,hard,hard
971,Montreal,What is the largest primarily French-speaking city in the western world?,The largest primarily French-speaking city in the western world is Paris.,hard,hard
972,Nairobi,Is Nairobi the capital of Kenya?,Yes,easy,easy
973,Nairobi,Is Nairobi the capital of Kenya?,,easy,
974,Nairobi,Was Nairobi founded in 1899?,Yes,easy,easy
975,Nairobi,Was Nairobi founded in 1899?,,easy,
977,Nairobi,Is the current estimated population of Nairobi about 6 milion?,,easy,
978,Nairobi,What is the current estimated population of Nairobi?,About 3 million,medium,medium
979,Nairobi,What is the current estimated population of Nairobi?,,medium,
980,Nairobi,In what year was Nairobi founded?,1899,medium,medium
981,Nairobi,In what year was Nairobi founded?,,medium,
982,Nairobi,Which embassy in Nairobi was bombed in August 1998?,The United States Embassy,medium,medium
983,Nairobi,Which embassy in Nairobi was bombed in August 1998?,,medium,
984,Nairobi,How many civilians died in the 1998 U.S. embassy bombing?,Over two hundred,hard,hard
985,Nairobi,How many civilians died in the 1998 U.S. embassy bombing?,,hard,
986,Nairobi,How many trades can the NSE make per day?,10 million trades,hard,medium
987,Nairobi,How many trades can the NSE make per day?,,hard,
988,Nairobi,About how many people are estimated to live in Nairobi?,3 million,hard,hard
990,Nairobi,The district is bordered to the southwest by Uhuru Park and where?,Central Park,,medium
991,Nairobi,When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?,In 1989.,,medium
992,Nairobi,Is Central Park adjacent to Uhuru Park?,Central Park is adjacent to Uhuru Park.,,easy
993,Nairobi,Give an example of the highest growth rates of any city in Africa. ,"The growth rate of Nairobi is currently 6.9%,  an example of the highest growth rates of any city in Africa.",,hard
994,Nairobi,Give an example of the most prominent cities in Africa politically and financially. ,Nairobi is now one of the most prominent cities in Africa politically and financially,,medium
995,Nairobi,Is Nairobi not the capital as well as largest city of Kenya?,Nairobi is the capital and largest city of Kenya.,,medium
996,Nairobi,Does the city and its surrounding area also form the Nairobi Province?,yes,,easy
997,Nairobi,"Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?",Yes.,,easy
998,Nikola_Tesla,Did Nikola Tesla die alone?,Nikola Tesla died alone.,easy,easy
999,Nikola_Tesla,Did Nikola Tesla die alone?,Yes,easy,easy
1000,Nikola_Tesla,Was Nikola Tesla close friends with Mark Twain?,Nikola Tesla was close friends with Mark Twain.,easy,medium
1001,Nikola_Tesla,Was Nikola Tesla close friends with Mark Twain?,Yes,easy,easy
1002,Nikola_Tesla,Did Nikola Tesla use a technique called picture thinking?,Nikola Tesla used a technique called picture thinking.,easy,easy
1004,Nikola_Tesla,When did Nikola Tesla appear on the cover of Time Magazine?,"On Tesla's 75th birthday in 1931, Time magazine put him on its cover.",medium,hard
1005,Nikola_Tesla,When did Nikola Tesla appear on the cover of Time Magazine?,1931,medium,medium
1006,Nikola_Tesla,Who became adversaries with Nikola Tesla?,Nikola Tesla became adversaries with Edison.,medium,easy
1008,Nikola_Tesla,Where did Nikola Tesla move to in 1880?,"In 1880, Nikola Tesla moved to Budapest.",medium,easy
1009,Nikola_Tesla,Where did Nikola Tesla move to in 1880?,Budapest,medium,medium
1011,Nikola_Tesla,Was Nikola Tesla's mother illiterate?,Yes,hard,hard
1012,Nikola_Tesla,How many siblings did Nikola Tesla have?,Nikola Tesla had four siblings.,hard,hard
1013,Nikola_Tesla,How many siblings did Nikola Tesla have?,4,hard,hard
1014,Nikola_Tesla,Was Nikola Tesla a vegetarian?, In his later years Tesla became a vegetarian.,hard,easy
1015,Nikola_Tesla,Was Nikola Tesla a vegetarian?,Yes,hard,easy
1016,Nikola_Tesla,"Is there a monument to Tesla at Niagara Falls, New York?",Yes,easy,easy
1018,Nikola_Tesla,Was Tesla an American citizen?,Yes,easy,easy
1019,Nikola_Tesla,Was Tesla an American citizen?,,easy,
1020,Nikola_Tesla,Was Tesla on the cover of Time magazine?,Yes,easy,hard
1021,Nikola_Tesla,Was Tesla on the cover of Time magazine?,,easy,
1022,Nikola_Tesla,Where did Tesla study electrical engineering?,The Austrian Polytechnic in Graz,medium,medium
1023,Nikola_Tesla,Where did Tesla study electrical engineering?,,medium,
1025,Nikola_Tesla,When did Tesla receive his last patent?,,medium,
1026,Nikola_Tesla,What languages did Tesla speak?,"Serbian, Czech, English, French, German, Hungarian, Italian, and Latin",medium,medium
1027,Nikola_Tesla,What languages did Tesla speak?,,medium,
1028,Nikola_Tesla,Did Tesla win the Nobel Prize?,No,hard,hard
1029,Nikola_Tesla,Did Tesla win the Nobel Prize?,,hard,
1030,Nikola_Tesla,Was Tesla rich at the time of his death?,No,hard,hard
1031,Nikola_Tesla,Was Tesla rich at the time of his death?,,hard,
1032,Nikola_Tesla,What music group was named after Tesla?,Tesla,hard,hard
1033,Nikola_Tesla,What music group was named after Tesla?,,hard,
1034,Norman_Rockwell,"Consequently, what is not considered a ""serious painter"" by some contemporary artists, who often regard his work as bourgeois and kitsch?",Rockwell ,,medium
1035,Norman_Rockwell,Who spent the next 10 years painting for Look magazine?,Norman Rockwell.,,hard
1037,Norman_Rockwell,"When did Rockwell marry his first wife, Irene O'Connor,?",In 1916.,,medium
1038,Norman_Rockwell,Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?,Yes,,easy
1039,Norman_Rockwell,Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?,Yes.,,easy
1040,Norman_Rockwell,Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?,Rockwell was also commissioned to illustrate over 40 books including Tom Sawyer and Huckleberry Finn.,,easy
1041,Norman_Rockwell,"Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?",yes,,easy
1042,Norman_Rockwell,"Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series?",Yes.,,easy
1043,Norman_Rockwell,Is he also noted for his work for the Boy Scouts of America (BSA)?,yes,,easy
1044,Octopus,Is the octopus a cephalopod?,"Yes, the octopus is a cephalopod.",easy,easy
1045,Octopus,Is the octopus a cephalopod?,"Yes, the octopus is a cephalopod.",easy,easy
1046,Octopus,Does the octopus have two eyes?,"Yes, the octopus has two eyes.",easy,easy
1047,Octopus,Does the octopus have two eyes?,"Yes, the octopus has two eyes.",easy,easy
1048,Octopus,Does the octopus have a hard beak?,"Yes, the octopus has a hard beak.",easy,easy
1049,Octopus,Does the octopus have a hard beak?,"Yes, the octopus has a hard beak.",easy,easy
1050,Octopus,Where is the mouth of an octopus?,The mouth of an octopus is at the center point of the arms.,medium,medium
1051,Octopus,Where is the mouth of an octopus?,The octopus' mouth is at the center point of the arms.,medium,easy
1052,Octopus,Around how many recognized octopus species are there?,There are around 300 recognized octopus species.,medium,medium
1053,Octopus,Around how many recognized octopus species are there?,There are around 300 recognized octopus species.,medium,medium
1054,Octopus,How many arms does an octopus have?,An octopus has four pairs of arms.,medium,medium
1055,Octopus,How many arms does an octopus have?,The octopus has four pairs of arms.,medium,easy
1057,Octopus,What is the range of lifespans of the octopus?,The octopus has a short lifespan.,hard,easy
1058,Octopus,What is an example of something an octopus learned in a research experiment?,"In research experiments, octopus can be trained to distinguish between different shapes and patterns.",hard,hard
1059,Octopus,What is an example of something an octopus learned in a research experiment?,An octopus learned to solve mazes.,hard,hard
1060,Octopus,How can an octopus defend against predators?,"To defend against predators, an octopus can hide, flee quickly, expel ink, or use color-changing camouflage.",hard,medium
1061,Octopus,How can an octopus defend against predators?,"They can hide, flee, expel ink, or use camouflage.",hard,easy
1062,Octopus,Are Octopus highly intelligent?,yes,,medium
1063,Octopus,Do males use a specialized arm called a hectocotylus to insert spermatophores?,Yes,,easy
1065,Octopus,Do octopuses have two eyes and four pairs of arms?,"Yes, octopuses have two eyes and four pairs of arms.",,easy
1066,Octopus,Is octopus a common food in Mediterranean cuisine as well as Portuguese cuisine?,Yes,,easy
1067,Octopus,Is the collective form octopus usually reserved for animals consumed for food?,Yes,,easy
1068,Octopus,"Has an octopus a hard beak, with its mouth at the center point of the arms?",Yes,,easy
1069,Pablo_Picasso,What happened in 1968 through 1971?,"Devoting his full energies to his work, Picasso became more daring, his works more colorful and expressive, and from 1968 through 1971",,medium
1070,Pablo_Picasso,What happened in 1838?,Don Jos� Ruiz y Blasco was born,,hard
1071,Pablo_Picasso,"Who was not long in finding another lover, Jacqueline Roque?",Picasso.,,medium
